ティッカー,詳細,現在値,変動率,変動,評価,出来高,時価総額,PER: 株価収益率 (直近12ヶ月),基本1株当たり利益 (直近12ヶ月),従業員数,セクター,EMA: 指数移動平均線 (20),EMA: 指数移動平均線 (200)
PBR.A,Petroleo Brasileiro S.A.- Petrobras,10.07,-1.66015625,-0.17,売り,6676820,69475349553.15828,3.54413972,2.9316,49050,エネルギー鉱物,10.44773255,9.93401177
ILMN,"Illumina, Inc.",466.98,-0.54521447,-2.56,売り,517926,68505962949.12855,88.76406648,5.2603,7800,健康テクノロジー,479.12796165,427.42252061
WDAY,"Workday, Inc.",277.74,2.36620964,6.42,買い,1382701,68324038779.80122,,-0.1625,12500,テクノロジーサービス,253.63801668,234.79524024
ICE,Intercontinental Exchange Inc.,121.13,0.33131782,0.4,買い,1874706,68214992431.86629,24.12544753,5.0226,8890,金融,118.9401196,113.28674753
IBN,ICICI Bank Limited,19.79,0.20253165,0.04,買い,3150672,68199426166.55782,25.4206808,0.586,98750,金融,19.12082233,16.43471743
ETN,"Eaton Corporation, PLC",166.38,-1.04086124,-1.75,中立,1255407,66302430000,35.51423764,4.724,91987,製造加工,166.57308631,140.79151846
BMO,Bank Of Montreal,101.97,0.1473188,0.15,買い,580315,66086755622.3091,11.72035475,8.59991188,43360,金融,101.10430016,90.96858907
AON,Aon plc,291.43,0.29596999,0.86,買い,990381,65789494277.54538,31.64947322,9.1584,50000,金融,278.96172045,239.35714305
CL,Colgate-Palmolive Company,77.91,-0.77687213,-0.61,売り,3030258,65718137446.43431,24.54562547,3.204,34200,非耐久消費財,78.62009138,79.97136287
WM,"Waste Management, Inc.",155.4,-0.26314101,-0.41,買い,1419350,65438782268.75072,41.34281243,3.7864,48250,工業サービス,152.51350653,134.38877465
DASH,"DoorDash, Inc.",193.46,0.90757354,1.74,強い買い,1255448,65377209791.43076,,-1.7553,3886,テクノロジーサービス,188.1832504,
SAN,"Banco Santander, S.A. Sponsored",3.65,-1.08401084,-0.04,売り,2405069,65249329967.8286,9.79623824,0.3929,191189,金融,3.72531035,3.53073449
TWLO,Twilio Inc.,367.23,2.34949833,8.43,買い,940341,65054704986.47382,,-4.4746,2093,テクノロジーサービス,360.55050062,341.93145674
ECL,Ecolab Inc.,225.14,-0.78441742,-1.78,買い,980180,64409676888.5342,61.80154937,3.6778,44000,素材産業,222.7559968,214.21712778
BSX,Boston Scientific Corporation,44.92,-0.31069685,-0.14,買い,8244342,63959464107.89469,139.68740423,0.3301,38000,健康テクノロジー,44.68582989,41.38503929
ADSK,"Autodesk, Inc.",288.75,0.44526385,1.28,売り,1819609,63528839964.59487,51.30183221,5.9844,11500,テクノロジーサービス,315.06257937,287.111936
STLA,Stellantis N.V.,20.28,0.29673591,0.06,買い,1673689,63508291073.14489,,-0.23883694,189512,耐久消費財,20.28192503,17.91866946
CRWD,"CrowdStrike Holdings, Inc.",278.23,2.03909488,5.56,強い買い,3472820,63506133539.70156,,-0.8302,3394,テクノロジーサービス,264.27045451,214.66003445
D,"Dominion Energy, Inc.",78.38,-0.64646977,-0.51,買い,2134348,63215376693.23651,28.30418578,2.7922,17300,施設サービス事業,78.03257874,76.68541846
ATVI,"Activision Blizzard, Inc",81.18,-0.15988193,-0.13,売り,5606344,63134373099.43159,24.67026379,3.3657,9500,耐久消費財,82.68217536,87.86962292
EMR,Emerson Electric Company,105.38,-0.30274361,-0.32,買い,2008573,62996164561.0814,26.58337804,3.9366,83500,製造加工,103.45010072,91.04939861
AMOV,"America Movil, S.A.B. de C.V.",18.94,-0.70773263,-0.135,買い,2242,62604810859.55733,27.6382639,0.6889,186851,通信,18.19730004,15.20278318
AMX,"America Movil, S.A.B. de C.V. American Depository Receipt Series L",18.82,-1.05152471,-0.2,買い,1825806,62604810859.55733,27.46407316,0.6889,186851,通信,18.21398135,15.25586102
NSC,Norfolk Southern Corporation,250.4,-1.29296752,-3.28,売り,1317692,61841842321.57304,23.37249597,10.8405,,交通,258.57293168,254.53367455
NIO,NIO Inc.,40.37,0.04956629,0.02,中立,30384171,61320662696,,-0.8504,,耐久消費財,39.98011418,39.63187949
VMW,"Vmware, Inc.",145.11,-0.72518301,-1.06,売り,1096113,60780433936.34127,30.13811078,4.9083,34000,テクノロジーサービス,152.39723059,152.38698231
DOCU,"DocuSign, Inc.",310.05,5.25511763,15.48,強い買い,9922234,60408631927.56459,,-1.0897,5630,テクノロジーサービス,296.54271716,244.79211181
APD,"Air Products and Chemicals, Inc.",268.28,-0.63703704,-1.72,売り,821425,59387708712.37855,30.62909389,8.8352,19275,素材産業,273.49542042,280.76114464
NTES,"NetEase, Inc.",92.99,-2.02296913,-1.92,中立,3504727,59259269909.66171,36.42309427,1.8698,28239,テクノロジーサービス,92.37644666,101.16979103
TRI,Thomson Reuters Corp,118.8,-0.53583389,-0.64,買い,337915,58907108813.02992,8.39299737,14.22466284,24000,テクノロジーサービス,114.56923111,95.44700933
COIN,"Coinbase Global, Inc.",278.44,3.82578865,10.26,強い買い,4438243,58731056312.32539,25.86802347,10.2791,1249,テクノロジーサービス,258.76001926,
NOC,Northrop Grumman Corporation,365.93,-0.64349715,-2.37,買い,379495,58588730435.39928,13.17089542,27.7887,97000,電子テクノロジー,364.98207745,345.83641075
IDXX,"IDEXX Laboratories, Inc.",688.33,0.42162698,2.89,買い,294333,58560315449.06898,80.71978821,8.5208,9300,健康テクノロジー,678.30774917,560.92755514
UBS,UBS Group AG Registered,16.73,-0.05973716,-0.01,買い,1206707,58162607495.89062,8.22725039,2.09823119,71551,金融,16.69937882,15.30194966
ITUB,Itau Unibanco Banco Holding SA,5.67,-1.39130435,-0.08,売り,27739212,57059568413.8733,11.27562642,0.5292,96500,金融,5.77972039,5.55658687
ALGN,"Align Technology, Inc.",721.5,-1.03287931,-7.53,買い,356643,57006826148.34776,81.86716178,8.8486,18070,健康テクノロジー,699.09273701,573.1034514
RELX,RELX PLC PLC,30.57,-0.32605152,-0.1,買い,391823,56855469936.0658,,,,商業サービス,30.05063853,26.6915311
CVNA,Carvana Co.,328.66,2.69983126,8.64,中立,649449,56721161989.10004,,-1.1572,10400,小売業,340.10909624,279.98059816
GD,General Dynamics Corporation,202.46,0.07909046,0.16,買い,881293,56595952442.89814,17.39164498,11.5286,100700,電子テクノロジー,198.90569512,180.64747148
BIDU,"Baidu, Inc.",162.98,0.37568516,0.61,中立,3778080,56483432111.4585,8.60890911,19.6414,41000,テクノロジーサービス,157.34439872,184.12889308
NXPI,NXP Semiconductors N.V.,212.99,0.50965032,1.08,中立,1813864,56471079730.66912,57.55102041,3.7508,29000,電子テクノロジー,213.411645,187.83692131
PGR,Progressive Corporation (The),96.23,-0.12454593,-0.12,売り,1405349,56323419965.19459,10.36165296,9.3418,43326,金融,96.40583752,94.78640807
ING,"ING Group, N.V.",14.03,0.35765379,0.05,買い,1748276,54830019762.0824,,1.2195,91411,金融,13.61512554,11.95170862
A,"Agilent Technologies, Inc.",179.28,0.70778564,1.26,強い買い,971760,54321839054.80764,54.61988668,3.2438,16400,健康テクノロジー,169.06149866,136.34548485
RACE,Ferrari N.V.,218.78,-0.33709913,-0.74,買い,99084,54214545553.8637,40.25632127,5.41517787,4556,耐久消費財,217.279779,206.21316532
CMG,"Chipotle Mexican Grill, Inc.",1920.01,0.90445659,17.21,買い,156716,53942425973.2303,92.37439478,20.8911,88000,消費者サービス,1883.78222177,1519.68108723
MSCI,MSCI Inc,650.75,0.20479813,1.33,買い,238559,53649322852.83652,77.58152986,8.4572,3633,テクノロジーサービス,627.24460604,493.84086596
JCI,Johnson Controls International plc,75.02,-0.11982426,-0.09,買い,3329317,53431062503.17142,29.83181472,2.5052,97000,製造加工,73.79434444,61.71448125
HUM,Humana Inc.,415.56,-0.14417532,-0.6,売り,566836,53401401132.39763,21.43547952,19.0439,49600,健康サービス,414.10346013,420.37146687
TAK,Takeda Pharmaceutical Company Limited,16.97,1.49521531,0.25,買い,1289483,53292057466.81999,13.18724168,1.291,47099,健康テクノロジー,16.72338723,17.23940655
PUK,Prudential Public Limited Company,44.14,0.24982966,0.11,買い,104529,53174495311.3388,,-1.8329,18687,金融,41.58136463,38.93043696
FCX,"Freeport-McMoRan, Inc.",36.14,-0.35842294,-0.13,買い,12690689,53055844022.5255,18.73075518,1.9382,24500,非エネルギー鉱物,35.81884115,32.79341071
HMC,"Honda Motor Company, Ltd.",30.82,1.18187787,0.36,中立,876737,52695536085.95377,5.82051037,5.2315,211374,耐久消費財,30.86799088,30.11543108
ABEV,Ambev S.A.,3.14,-0.31746032,-0.01,売り,27226665,52690866171.20469,19.23753666,0.1719,50000,非耐久消費財,3.20615785,3.11969712
DXCM,"DexCom, Inc.",542.43,0.50397436,2.72,買い,393319,52479504923.14909,105.43709609,5.5226,6400,健康テクノロジー,516.67600264,415.66300994
MET,"MetLife, Inc.",61.22,-0.71359066,-0.44,中立,3608881,52459263733.78796,12.30877334,5.0174,46500,金融,61.23581003,56.96486053
CM,Canadian Imperial Bank of Commerce,116.23,0.08611039,0.1,中立,200244,52313029845.78919,10.99293284,10.48824448,43853,金融,116.40040421,103.77557587
FTNT,"Fortinet, Inc.",320.19,2.00382287,6.29,買い,707280,52293496866.24022,99.54819763,3.1637,8238,電子テクノロジー,304.85075928,217.69335619
KLAC,KLA Corporation,341.75,1.19629268,4.04,強い買い,481880,52197923629.23834,25.05620747,13.5,11300,電子テクノロジー,334.09823231,298.69003254
PLTR,Palantir Technologies Inc.,26.64,0.49038099,0.13,買い,26650736,52031185314.6229,,-0.7179,2439,テクノロジーサービス,24.97205629,23.01415744
DG,Dollar General Corporation,222.45,-1.11575391,-2.51,売り,1107864,51899857046.70214,21.33127706,10.5162,158000,小売業,228.51318369,212.41812074
MNST,Monster Beverage Corporation,97.58,-0.0204918,-0.02,買い,1142716,51608678288.66074,33.98075119,2.9128,3666,非耐久消費財,96.9116438,90.63693541
TWTR,"Twitter, Inc.",64.66,0.09287926,0.06,中立,5061371,51596519702.00184,141.1498708,0.484,5500,テクノロジーサービス,64.76203108,59.70081877
F,Ford Motor Company,12.89,-0.92236741,-0.12,売り,41746597,51492512147.52937,15.13157895,0.8793,186000,耐久消費財,13.20495562,12.19817188
CPNG,"Coupang, Inc.",29.65,-0.67001675,-0.2,売り,11339543,51460103176.56599,,,,小売業,32.31916201,
VRTX,Vertex Pharmaceuticals Incorporated,198.05,-0.58729043,-1.17,売り,985420,51379795602.51446,26.02920595,7.6632,3400,健康テクノロジー,198.33869801,212.42284362
SNPS,"Synopsys, Inc.",336.64,-0.32569432,-1.1,買い,732494,51338525360.93181,69.57147326,4.9355,15036,テクノロジーサービス,317.6511172,260.79647942
ROP,"Roper Technologies, Inc.",486.22,-0.0041132,-0.02,買い,270657,51259180093.93333,48.1132639,10.1486,18400,テクノロジーサービス,482.75693933,443.50489314
MRVL,"Marvell Technology, Inc.",61.51,0.30984997,0.19,買い,2517997,50659635516.79397,,-0.4736,5340,電子テクノロジー,60.81090194,50.76321326
LULU,lululemon athletica inc.,388.33,-0.01029946,-0.04,売り,712426,50543190115.09494,73.43532426,5.4113,25000,小売業,399.23675088,350.44334889
IQV,"IQVIA Holdings, Inc.",263.22,-0.75783282,-2.01,買い,509689,50436205001.90574,84.20731512,3.1698,70000,健康サービス,256.99828313,219.2954209
KDP,Keurig Dr Pepper Inc.,35.24,-1.7289459,-0.62,買い,5148148,49951893615.32624,30.98127601,1.1656,27000,非耐久消費財,35.14442722,33.74425769
EPD,Enterprise Products Partners L.P.,22.81,-0.04382121,-0.01,中立,3094992,49848558662.16682,12.91360294,1.7433,7130,工業サービス,22.43367149,22.39147896
CARR,Carrier Global Corporation,57.41,-0.88052486,-0.51,買い,3048722,49814734264.00241,20.57287039,2.8767,56000,製造加工,56.53003569,44.12446011
EBAY,eBay Inc.,76.53,0.05229442,0.04,買い,4437792,49748770309.68063,4.0623733,19.0493,12700,小売業,74.00472966,62.78934635
BIIB,Biogen Inc.,333.6,-0.58706082,-1.97,売り,549554,49717551482.44797,27.12886693,12.496,9100,健康テクノロジー,340.06972874,307.66237441
TROW,"T. Rowe Price Group, Inc.",218.57,-1.28268823,-2.84,買い,1261837,49601595970.15765,17.4220148,12.8162,7678,金融,217.04244697,183.16359203
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,149.67,-0.93328038,-1.41,中立,1077490,49091297282.18541,29.54295587,5.1343,82000,電子テクノロジー,149.66191859,131.04022352
INFO,IHS Markit Ltd.,122.24,0.31183325,0.38,買い,1431372,48726363543,78.72737812,1.5649,16000,テクノロジーサービス,119.4432036,103.38974384
EXC,Exelon Corporation,49.82,-0.55888224,-0.28,買い,3535297,48715623746.9633,49.86428069,0.996,32340,施設サービス事業,48.76163929,44.65985398
VEEV,Veeva Systems Inc.,317.64,0.53807685,1.7,売り,1192956,48573281552.56808,132.00205623,2.7006,4506,テクノロジーサービス,324.69557911,290.16970874
SCCO,Southern Copper Corporation,62.64,0.38461538,0.24,売り,514483,48425808376.17366,17.08883537,3.6123,13777,非エネルギー鉱物,63.06819022,63.8070796
CP,Canadian Pacific Railway Limited,72.29,-2.60037726,-1.93,中立,10007938,48206435526.122,18.51630005,3.91827505,11890,交通,71.98836868,71.51011026
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored,7.1,2.01149425,0.14,強い買い,1340646,48063696389.13821,8.10591104,0.8615,86781,金融,6.92487879,6.80923464
WIT,Wipro Limited,9.6,1.15911486,0.11,強い買い,1992171,47970173893.32408,33.13231642,0.283,200000,テクノロジーサービス,9.03462966,7.18864925
NEM,Newmont Corporation,59.67,1.63515585,0.96,買い,8076693,47683855184.93676,16.2024466,3.5816,27800,非エネルギー鉱物,58.53634532,61.92258152
RBLX,Roblox Corporation,82.87,-2.04491726,-1.73,売り,5456037,47662839662.40841,,-0.6754,,テクノロジーサービス,83.56824657,
BCE,"BCE, Inc.",52.49,-0.11417697,-0.06,買い,596449,47542424444.21486,21.70648979,2.40781717,50704,通信,51.38744284,47.60741888
TT,Trane Technologies plc,199.94,-0.55210147,-1.11,買い,561509,47507485372.51941,35.82835416,5.6106,35000,製造加工,197.32205978,170.82411819
KMB,Kimberly-Clark Corporation,140.75,0.21359915,0.3,買い,1426818,47399260973.0151,23.7793667,5.8987,46000,非耐久消費財,137.42396732,135.65139094
TRP,TC Energy Corporation,48.34,0.35291675,0.17,買い,802507,47324860000,28.73913571,1.65662602,7283,工業サービス,47.67363015,47.65303143
NGG,"National Grid Transco, PLC National Grid PLC (NEW)",65.05,-0.71733822,-0.47,売り,281583,47185064800.8652,21.36682166,3.0686,23683,施設サービス事業,65.42705961,62.8296249
AIG,"American International Group, Inc. New",55.1,-0.23537932,-0.13,買い,4556809,47121656774.79663,11.43683339,4.817,45000,金融,53.52541121,46.4543342
SPOT,Spotify Technology S.A.,249.04,-1.96433492,-4.99,中立,1188067,46703893071.30363,,-1.3908,,テクノロジーサービス,230.12135745,252.03812413
VOD,Vodafone Group Plc,16.97,-0.52754982,-0.09,売り,2124779,46602235613.247,,-0.0056,105000,通信,16.98097623,17.3722942
LHX,"L3Harris Technologies, Inc.",231.74,-1.04193356,-2.44,中立,1119864,46566684212.56004,32.55638256,7.2106,48000,電子テクノロジー,231.77701544,210.71612981
BK,The Bank of New York Mellon Corporation,53.93,-0.69968698,-0.38,中立,3049926,46550959272.77905,14.06048074,3.8811,48500,金融,54.04810076,47.96634226
GPN,Global Payments Inc.,158.01,-0.36572293,-0.58,売り,2691689,46415136962.08252,56.15411196,2.9063,24000,テクノロジーサービス,166.13156078,187.37356078
DOW,Dow Inc.,62.12,-0.79846694,-0.5,売り,3690597,46327344244.80524,11.48534489,5.4803,35700,素材産業,62.76286574,60.40417777
APH,Amphenol Corporation,77.04,0.2602811,0.2,買い,1328023,46084188810.10532,33.82665721,2.3461,80000,電子テクノロジー,75.18447248,66.90201406
CDNS,"Cadence Design Systems, Inc.",165.71,0.31478903,0.52,買い,899339,45865211892.03838,67.68793039,2.477,8800,テクノロジーサービス,157.75603259,133.50348387
ROKU,"Roku, Inc.",342.27,-1.21792837,-4.22,強い売り,6896248,45676415547.51369,224.39648866,1.7734,1925,耐久消費財,364.16076949,346.21361619
PANW,"Palo Alto Networks, Inc.",468.22,1.22581343,5.67,強い買い,946036,45557806220.73374,,-5.1741,,電子テクノロジー,426.07830438,355.01901374
AEP,"American Electric Power Company, Inc.",90.41,-0.57186847,-0.52,買い,1407521,45227723900.15039,19.30913824,4.6991,16787,施設サービス事業,89.63211726,85.90530558
BBVA,Banco Bilbao Vizcaya Argentaria S.A.,6.61,0.30349014,0.02,買い,724689,44459580072.95661,8.96709817,0.7416,123174,金融,6.58168577,5.65972885
E,ENI S.p.A.,25.1,-0.71202532,-0.18,買い,77365,44449517279.9244,,-0.0691,31495,エネルギー鉱物,24.40935705,23.35113377
DIDI,DiDi Global Inc.,9.02,2.38365494,0.21,買い,44891592,44373820659,,,15914,テクノロジーサービス,8.75943317,
WBA,"Walgreens Boots Alliance, Inc.",51.29,-0.94631132,-0.49,買い,3338239,44365199665.44145,19.04852089,2.6461,331000,小売業,49.21229238,48.80815826
KHC,The Kraft Heinz Company,35.83,-0.66537289,-0.24,売り,5551812,43833957401.02494,20.51486049,1.7702,38000,非耐久消費財,36.79685614,37.89066225
MAR,Marriott International,133,-1.77252585,-2.4,強い売り,1354785,43312298074.01171,128.17758342,1.0605,121000,消費者サービス,135.3557818,134.23324038
RMD,ResMed Inc.,295.8,0.47554348,1.4,買い,245480,43092494986.15337,88.94068974,3.2676,7970,健康テクノロジー,283.40812932,226.79381417
LYG,Lloyds Banking Group Plc,2.37,0,0,売り,6615945,43062509810.65321,6.60560644,0.364,61576,金融,2.41392741,2.31924542
MCHP,Microchip Technology Incorporated,156.83,0.35835413,0.56,買い,1038770,42977718638.8923,90.84063047,1.776,19500,電子テクノロジー,152.06754302,142.28153254
BCS,Barclays PLC,10.38,0.48402711,0.05,強い買い,3053751,42874624527.6384,,1.4859,83000,金融,10.17781073,9.21900985
DDOG,"Datadog, Inc.",138.06,0.70756437,0.97,買い,1937202,42800797536.51882,,-0.1763,1085,テクノロジーサービス,131.88752609,101.33717668
SRE,DBA Sempra,133.41,-0.92090605,-1.24,買い,640803,42601501961.25112,19.33793623,6.9616,14706,施設サービス事業,132.62571689,131.76742619
PHG,Koninklijke Philips N.V. NY Registry Shares,47.56,-0.41876047,-0.2,中立,536049,42564108541.8884,32.03146375,1.4797,81592,健康テクノロジー,45.72240057,50.83052442
ALC,Alcon Inc.,84.56,0.08285004,0.07,強い買い,441967,42254634215.4587,232.19024313,0.36241683,23655,健康テクノロジー,79.39358282,70.36754793
EA,Electronic Arts Inc.,146.6,0.82530949,1.2,買い,1192674,41719692377.57701,63.0620155,2.3449,11000,耐久消費財,142.78113941,138.2847429
STZ.B,"Constellation Brands, Inc.",217.61,0.15187776,0.33,売り,311,41568228204.93189,45.36022212,5.9698,9300,非耐久消費財,224.86101514,199.28831279
